Rank,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales
10706,dead-or-alive-2,Fighting,T,DC,Tecmo,Team Ninja,9.0,0.14,0.0,0.0,0.14,0.0
10707,x-blades,Action,M,X360,SouthPeak Interactive,Gaijin Entertainment,6.0,0.14,0.1,0.02,0.02,0.01
10713,ecco-the-dolphin-defender-of-the-future,Adventure,E,PS2,Acclaim Entertainment,Appaloosa Interactive,7.8,0.12000000000000001,0.07,0.05,0.0,0.02
10715,just-cause,Action,M,X360,Eidos Interactive,Avalanche Studios,7.3,0.14,0.1,0.03,0.01,0.01
10725,jim-hensons-the-muppets-on-with-the-show,Action,E,GBA,TDK Mediactive,Vicarious Visions,6.3,0.14,0.1,0.04,0.0,0.0
10738,bottom-of-the-9th,Sports,E,PS,Konami,Konami,8.0,0.13,0.08,0.05,0.0,0.01
10740,the-orange-box,Shooter,T,PC,Electronic Arts,Valve Software,9.7,0.11,0.0,0.11,0.0,0.02
10741,nfl-blitz-20-03,Sports,E,GC,Midway Games,Point of View,7.8,0.14,0.11,0.03,0.0,0.0
10744,eragon,Action,T,X360,Sierra Entertainment,Stormfront Studios,4.2,0.13,0.12,0.01,0.0,0.01
10746,disneys-chicken-little,Platform,E10,XB,Buena Vista,Avalanche Software,7.0,0.13,0.1,0.03,0.0,0.0
10747,secret-agent-clank,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,7.0,0.12,0.04,0.04,0.04,0.02
10753,bittrip-saga,Platform,E,3DS,Aksys Games,Gaijin Games Inc.,7.5,0.13,0.09,0.04,0.0,0.01
10754,how-to-train-your-dragon,Action,E10,X360,Activision,Etranges Libellules,4.6,0.13,0.11,0.02,0.0,0.01
10759,ultimate-muscle-the-kinnikuman-legacy-legends-vs-new-generation,Fighting,T,GC,Bandai,Aki Corporation,8.0,0.13,0.04,0.01,0.08,0.0
10775,rayman-arena,Racing,E,GC,Ubisoft,Ubisoft,6.2,0.14,0.11,0.03,0.0,0.0
10776,4x4-evo-2,Racing,E,GC,VU Games,Terminal Reality,5.1,0.14,0.11,0.03,0.0,0.0
10778,blazing-angels-2-secret-missions-of-wwii,Simulation,T,X360,Ubisoft,Ubisoft Romania,7.6,0.13,0.11,0.02,0.0,0.01
10779,rodea-the-sky-soldier,Action-Adventure,E10,WiiU,NIS America,Kadokawa Games,7.0,0.13,0.1,0.02,0.01,0.01
10781,nba-2k13,Sports,E,WiiU,2K Sports,Visual Concepts,7.6,0.12,0.08,0.04,0.0,0.01
10790,create,Misc,E,X360,Electronic Arts,EA Bright Light,6.3,0.13,0.1,0.03,0.0,0.01
10796,hard-rock-casino,Misc,T,PSP,Crave Entertainment,Crave Entertainment,3.8,0.12,0.12,0.0,0.0,0.01
10798,fear-factor-unleashed,Action,T,GBA,Hip Interactive,Arush Entertainment,3.0,0.14,0.1,0.04,0.0,0.0
10799,robots,Action,E,DS,VU Games,Amaze Entertainment,4.5,0.12,0.12,0.0,0.0,0.01
10804,valhalla-knights-eldar-saga,Role-Playing,T,Wii,Xseed Games,K2 / Kurogane,3.5,0.12,0.1,0.01,0.01,0.01
10811,bust-a-move-deluxe,Puzzle,E,PSP,Majesco,Dreams,7.1,0.13,0.13,0.0,0.0,0.01
10820,scene-it-bright-lights-big-screen,Misc,T,X360,Warner Bros. Interactive,Screenlife Games,6.2,0.12,0.12,0.0,0.0,0.01
10827,vampire-night,Shooter,T,PS2,Namco,Wow Entertainment,6.4,0.12000000000000001,0.07,0.05,0.0,0.02
10829,metal-slug-7,Shooter,T,DS,Ignition Entertainment,SNK Playmore Corporation,6.9,0.13,0.12,0.0,0.01,0.01
10834,world-championship-poker-2-featuring-howard-lederer,Misc,T,PSP,Crave Entertainment,Point of View,7.0,0.12,0.12,0.0,0.0,0.01
10838,risen,Role-Playing,M,PC,Deep Silver,Piranha Bytes,7.8,0.12,0.0,0.12,0.0,0.02
10839,disneys-cinderella-magical-dreams,Platform,E,GBA,Buena Vista,Culture Brain,6.0,0.14,0.1,0.04,0.0,0.0
10841,motogp-06,Racing,E,X360,THQ,Climax Studios,8.3,0.12,0.11,0.01,0.0,0.01
10843,metal-gear-solid-v-ground-zeroes,Action-Adventure,M,X360,Konami Digital Entertainment,Kojima Productions,8.3,0.12,0.06,0.05,0.01,0.01
10844,gi-joe-the-rise-of-cobra,Action,E10,DS,Electronic Arts,Fall Line Studio,5.6,0.12,0.11,0.01,0.0,0.01
10846,naruto-shippuden-kizuna-drive,Action,T,PSP,Namco Bandai,Bandai Namco Games,7.0,0.12000000000000001,0.04,0.03,0.05,0.02
10849,x-blades,Action,M,PS3,SouthPeak Interactive,Gaijin Entertainment,5.9,0.12000000000000001,0.07,0.03,0.02,0.01
10859,rogue-warrior,Shooter,M,PS3,Bethesda Softworks,Rebellion Developments,2.5,0.13,0.11,0.02,0.0,0.01
10860,open-season,Platform,E,DS,Ubisoft,Ubisoft Montreal,7.4,0.12,0.12,0.0,0.0,0.01
10868,kung-fu-panda-2,Action,E10,Wii,THQ,THQ,3.0,0.12000000000000001,0.07,0.05,0.0,0.01
10872,james-bond-007-nightfire,Shooter,T,GBA,Electronic Arts,JV Games,7.2,0.14,0.1,0.04,0.0,0.0
10879,castlevania-chronicles,Platform,T,PS,Konami,Konami Computer Entertainment Tokyo,7.2,0.12000000000000001,0.07,0.05,0.0,0.01
10888,my-spanish-coach,Misc,E,PSP,Ubisoft,Sensory Sweep Studios,7.0,0.12,0.12,0.0,0.0,0.01
10889,king-arthur,Adventure,T,PS2,Konami,Krome Studios,6.7,0.12000000000000001,0.07,0.05,0.0,0.02
10896,baseball-advance,Sports,E,GBA,THQ,Smilebit,8.3,0.14,0.1,0.04,0.0,0.0
10901,red-orchestra-2-heroes-of-stalingrad,Shooter,M,PC,Tripwire Interactive,Tripwire Interactive,7.7,0.11000000000000001,0.04,0.07,0.0,0.02
10909,destroy-all-humans-big-willy-unleashed,Action,T,Wii,THQ,Locomotive Games,5.3,0.12,0.12,0.0,0.0,0.01
10910,lord-of-the-rings-tactics,Strategy,T,PSP,Electronic Arts,Amaze Entertainment,6.9,0.13,0.11,0.02,0.0,0.01
10911,divinity-ii-the-dragon-knight-saga,Role-Playing,M,X360,Atlus,Larian Studios,7.5,0.13,0.11,0.02,0.0,0.01
10920,ys-the-ark-of-napishtim,Role-Playing,T,PS2,Konami,Konami Software Shanghai,7.4,0.12000000000000001,0.07,0.05,0.0,0.02
10922,supremacy-mma,Fighting,M,PS3,505 Games,Kung Fu Factory,5.0,0.12,0.08,0.04,0.0,0.02
10927,azure-dreams,Role-Playing,E,PS,Konami,Konami Computer Entertainment Tokyo,7.4,0.12000000000000001,0.07,0.05,0.0,0.01
10935,legendary,Shooter,M,PS3,Gamecock,Spark Unlimited,4.0,0.11,0.08,0.03,0.0,0.02
10941,shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon,Role-Playing,M,PS2,Atlus,Atlus Co.,8.0,0.12000000000000001,0.07,0.05,0.0,0.02
10952,castrol-honda-superbike-racing,Racing,E,PS,Electronic Arts,Midas Interactive Entertainment,3.9,0.12000000000000001,0.07,0.05,0.0,0.01
10953,anno-1701-dawn-of-discovery,Simulation,E,DS,Ubisoft,Sunflower Studios,8.0,0.12000000000000001,0.07,0.05,0.0,0.01
10967,phantom-brave-we-meet-again,Role-Playing,T,Wii,NIS America,Nippon Ichi Software,7.6,0.13,0.12,0.0,0.01,0.01
10970,chicken-run,Adventure,E,PS,Eidos Interactive,Blitz Games,6.3,0.12000000000000001,0.07,0.05,0.0,0.01
10974,nickelodeon-kart-racers,Racing,E,NS,GameMill Entertainment,Solutions 2 Go,2.0,0.12,0.08,0.04,0.0,0.01
10978,blazblue-continuum-shift-ii,Fighting,T,PSP,Aksys Games,Arc System Works,7.5,0.12000000000000001,0.03,0.02,0.07,0.01
10989,tomb-raider-legend,Action,T,XB,Eidos Interactive,Crystal Dynamics,8.3,0.13,0.1,0.03,0.0,0.0
11002,dragon-age-origins-awakening,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,8.3,0.11,0.01,0.1,0.0,0.02
11011,rumble-roses-xx,Fighting,M,X360,Konami,Yuke's Future Media Creators,6.5,0.12,0.07,0.01,0.04,0.01
11020,yu-gi-oh-gx-tag-force,Strategy,E,PSP,Konami,Konami,6.0,0.12,0.09,0.03,0.0,0.02
11024,men-of-war-vietnam,Strategy,T,PC,1C Company,1C Company,7.2,0.0,0.0,0.0,0.0,0.0
11028,dead-to-rights-reckoning,Shooter,M,PSP,Namco,Rebellion Developments,5.2,0.12,0.12,0.0,0.0,0.01
11034,venetica,Role-Playing,T,X360,Atari,DECK13 Interactive,5.2,0.12,0.09,0.03,0.0,0.01
11037,fire-prowrestling,Fighting,T,GBA,BAM! Entertainment,Spike,8.0,0.12,0.09,0.03,0.0,0.0
11062,007-quantum-of-solace,Action,T,DS,Activision,Vicarious Visions,6.3,0.12,0.11,0.01,0.0,0.01
11072,the-house-of-the-dead,Shooter,M,SAT,Sega,Tantalus Interactive,7.5,0.13,0.0,0.0,0.13,0.0
11082,rollercoaster-tycoon,Strategy,E,XB,Atari,Atari,5.5,0.13,0.1,0.03,0.0,0.0
11083,fifa-world-cup-germany-2006,Sports,E,GC,EA Sports,EA Canada,7.7,0.13,0.1,0.03,0.0,0.0
11085,hitman-2-silent-assassin,Action,M,GC,Eidos Interactive,IO Interactive,8.3,0.13,0.1,0.03,0.0,0.0
11087,ape-escape-3,Platform,E10,PS2,Sony Computer Entertainment,SCE Japan Studio,7.8,0.11,0.06,0.05,0.0,0.02
11088,digimon-racing,Racing,E,GBA,Bandai,Griptonite Games,6.0,0.12,0.09,0.03,0.0,0.0
11090,eat-lead-the-return-of-matt-hazard,Shooter,T,PS3,D3 Publisher,Vicious Cycle,5.3,0.11,0.09,0.02,0.0,0.01
11093,iridion-ii,Shooter,E,GBA,Majesco,Shin'en GmbH,7.9,0.12,0.09,0.03,0.0,0.0
11100,star-wars-lethal-alliance,Adventure,T,PSP,Ubisoft,Ubisoft Montreal,6.3,0.12,0.11,0.01,0.0,0.01
11101,street-fighter-iv,Fighting,T,PC,Capcom,Capcom / Dimps Corporation,9.1,0.12000000000000001,0.07,0.05,0.0,0.02
11102,summon-night-twin-age,Role-Playing,E10,DS,Atlus,Flight-Plan,7.3,0.12000000000000001,0.07,0.0,0.05,0.01
11107,destroy-all-humans-path-of-the-furon,Action,T,X360,THQ,Sandblast Games,4.1,0.12,0.08,0.04,0.0,0.01
11124,fat-princess-fistful-of-cake,Action,T,PSP,Sony Computer Entertainment,SuperVillain Studios,7.0,0.1,0.08,0.02,0.0,0.02
11135,shin-megami-tensei-digital-devil-saga,Role-Playing,M,PS2,Atlus,Atlus Co.,7.6,0.11,0.06,0.05,0.0,0.02
11141,green-lantern-rise-of-the-manhunters,Action,T,X360,Warner Bros. Interactive,Griptonite Games,6.0,0.11000000000000001,0.07,0.04,0.0,0.01
11153,the-misadventures-of-pb-winterbottom,Puzzle,E,PC,2K Games,The Odd Gentlemen,8.1,0.0,0.0,0.0,0.0,0.0
11154,sega-gt,Racing,E,DC,Sega,TOSE Software,7.8,0.13,0.0,0.0,0.13,0.0
11159,dokapon-kingdom,Role-Playing,E10,Wii,Atlus,Sting,7.2,0.12,0.12,0.0,0.0,0.01
11163,portal-runner,Platform,E,PS2,3DO,3DO,6.7,0.11,0.06,0.05,0.0,0.02
11166,warriors-orochi-2,Action,T,PS2,KOEI,Omega Force,4.3,0.11,0.06,0.05,0.0,0.02
11172,spartan-total-warrior,Action,M,XB,Sega,The Creative Assembly,7.0,0.13,0.1,0.03,0.0,0.0
11174,zapper-one-wicked-cricket,Platform,E,GC,Infogrames,Blitz Games,6.6,0.13,0.1,0.03,0.0,0.0
11188,monopoly-party,Misc,E,GC,Infogrames,Runecraft,7.3,0.13,0.1,0.03,0.0,0.0
11200,classic-nes-series-dr-mario,Puzzle,E,GBA,Nintendo,Nintendo EAD,6.1,0.13,0.0,0.0,0.13,0.0
11201,kelly-slaters-pro-surfer,Sports,E,GBA,Activision,HotGen Studios,8.0,0.12,0.09,0.03,0.0,0.0
11205,tom-clancys-splinter-cell-blacklist,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Shanghai,9.2,0.11000000000000001,0.04,0.07,0.0,0.01
11206,shin-megami-tensei-devil-survivor-2-record-breaker,Role-Playing,T,3DS,Atlus,Atlus,8.4,0.12000000000000001,0.0,0.02,0.1,0.0
11207,dynasty-warriors-5-empires,Action,T,X360,KOEI,Omega Force,6.4,0.12,0.11,0.01,0.0,0.01
11208,x-men-next-dimension,Fighting,T,GC,Activision,EXAKT Entertainment,7.0,0.13,0.1,0.03,0.0,0.0
11209,thor-god-of-thunder,Action,E10,DS,Sega,WayForward Technologies,6.4,0.11,0.08,0.03,0.0,0.01
11210,everybody-dance,Music,T,PS3,Sony Computer Entertainment,SCEE London Studio,6.5,0.11,0.11,0.0,0.0,0.02
11219,etrian-odyssey-2-untold-knight-of-fafnir,Role-Playing,T,3DS,Atlus,Atlus,8.0,0.11,0.09,0.02,0.0,0.01
11223,dj-max-fever,Misc,T,PSP,PM Studios,Pentavision Entertainment,7.7,0.11,0.11,0.0,0.0,0.02
11225,little-dragons-cafe,Simulation,E10,NS,Aksys Games,Aksys Games,7.0,0.11,0.09,0.0,0.02,0.01
11226,brothers-in-arms-double-time,Shooter,M,Wii,Ubisoft,Gearbox Software,4.6,0.11,0.11,0.0,0.0,0.01
11231,freedom-fighters,Shooter,T,GC,Electronic Arts,IO Interactive,8.8,0.13,0.1,0.03,0.0,0.0
11233,mega-man-x-collection,Misc,E,GC,Capcom,Capcom,7.5,0.13,0.1,0.03,0.0,0.0
11239,teenage-mutant-ninja-turtles-arcade-attack,Action,E10,DS,Ubisoft,Ubisoft,4.3,0.12,0.12,0.0,0.0,0.01
11249,nhl-2k7,Sports,E10,PS3,2K Sports,2K Sports,8.2,0.11,0.11,0.0,0.0,0.01
11254,record-of-agarest-war-zero,Strategy,T,PS3,Aksys Games,Compile Heart,6.2,0.12,0.09,0.0,0.03,0.01
11255,diner-dash-sizzle-amp-serve,Puzzle,E,PSP,Eidos Interactive,Game Lab / Play First,5.9,0.11,0.11,0.0,0.0,0.01
11262,disneys-atlantis-the-lost-empire,Platform,E,GBA,THQ,3d6 Games,6.0,0.12,0.09,0.03,0.0,0.0
11267,zero-escape-zero-time-dilemma,Adventure,M,3DS,Aksys Games,Chime,7.7,0.11,0.08,0.0,0.03,0.01
11273,mega-man-x-command-mission,Role-Playing,E,GC,Capcom,Capcom,7.2,0.12000000000000001,0.1,0.02,0.0,0.0
11278,pixeljunk-monsters-deluxe,Strategy,E,PSP,Sony Computer Entertainment,Q-Games,8.7,0.11,0.11,0.0,0.0,0.02
11281,eat-lead-the-return-of-matt-hazard,Shooter,T,X360,D3 Publisher,Vicious Cycle,5.5,0.11,0.1,0.01,0.0,0.01
11290,classic-nes-series-xevious,Shooter,E,GBA,Nintendo,Nintendo,6.4,0.12,0.0,0.0,0.12,0.0
11293,galidor-defenders-of-the-outer-dimension,Action,E,GBA,Electronic Arts,Tiertex Design Studios,5.9,0.12,0.09,0.03,0.0,0.0
11294,are-you-smarter-than-a-5th-grader-game-time,Puzzle,E,X360,THQ,THQ,4.0,0.12,0.12,0.0,0.0,0.01
11296,pryzm-chapter-one-the-dark-unicorn,Adventure,T,PS2,TDK Mediactive,Digital Illusions,6.3,0.11,0.06,0.05,0.0,0.02
11298,rocket-league,Sports,E,PC,Psyonix Studios,Psyonix Studios,9.2,0.11,0.03,0.08,0.0,0.01
11306,go-sudoku,Puzzle,E,PSP,Ubisoft,Sumo Digital,6.8,0.11,0.11,0.0,0.0,0.01
11309,venetica,Role-Playing,T,PS3,Atari,DECK13 Interactive,5.0,0.1,0.07,0.03,0.0,0.01
11319,echo-night,Adventure,T,PS,Agetec,From Software,6.3,0.12000000000000001,0.03,0.02,0.07,0.01
11323,colony-wars-iii-red-sun,Simulation,E,PS,Midway Games,Psygnosis,8.1,0.12000000000000001,0.07,0.05,0.0,0.01
11327,ice-age-dawn-of-the-dinosaurs,Platform,E10,X360,Activision,Eurocom Entertainment Software,6.7,0.12,0.09,0.03,0.0,0.01
11342,makai-kingdom-chronicles-of-the-sacred-tome,Role-Playing,T,PS2,NIS America,Nippon Ichi Software,7.9,0.11,0.06,0.05,0.0,0.02
11346,bomberman-party-edition,Puzzle,E,PS,Vatical Entertainment,Metro,7.9,0.12000000000000001,0.07,0.05,0.0,0.01
11356,undead-knights,Action,M,PSP,Tecmo,Team Tachyon,6.6,0.12,0.05,0.01,0.06,0.01
11359,red-faction-ii,Shooter,M,XB,THQ,Outrage Games,7.9,0.12,0.09,0.03,0.0,0.0
11368,ea-replay,Action,T,PSP,Electronic Arts,Unknown,5.0,0.1,0.1,0.0,0.0,0.02
11375,dance-paradise,Misc,T,X360,THQ,Smackdown Productions,7.0,0.11,0.1,0.01,0.0,0.01
11385,conduit-2,Shooter,T,Wii,Sega,High Voltage Software,6.3,0.11000000000000001,0.07,0.04,0.0,0.01
11394," together""",Puzzle,E,NS,Nintendo,SFB Games,8.2,0.12000000000000001,0.0,0.02,0.1,0.0
11398,cel-damage,Racing,T,XB,Electronic Arts,Pseudo Interactive,5.7,0.12,0.09,0.03,0.0,0.0
11408,geometry-wars-galaxies,Shooter,E,Wii,Sierra Entertainment,Kuju Entertainment,8.0,0.11,0.11,0.0,0.0,0.01
11412,lunar-dragon-song,Role-Playing,E10,DS,Ubisoft,Game Arts / Japan Art Media (JAM),5.9,0.11,0.11,0.0,0.0,0.01
11423,x2-wolverines-revenge,Action,T,GC,Activision,GenePool,6.0,0.11,0.09,0.02,0.0,0.0
11436,picross-3d-round-2,Puzzle,E,3DS,Nintendo,HAL Laboratory,8.6,0.12,0.0,0.0,0.12,0.0
11452,rocket-robot-on-wheels,Platform,E,N64,Ubisoft,Sucker Punch,8.3,0.12000000000000001,0.1,0.02,0.0,0.0
11459,college-hoops-2k6,Sports,E,X360,2K Sports,Visual Concepts,6.5,0.11,0.11,0.0,0.0,0.01
11466,spider-man-edge-of-time,Adventure,T,3DS,Activision,Beenox,5.5,0.11,0.08,0.03,0.0,0.01
11470,tenchu-shadow-assassins,Action,M,PSP,Ubisoft,From Software,7.5,0.11,0.03,0.03,0.05,0.01
11474,academy-of-champions-soccer,Sports,E,Wii,Ubisoft,Ubisoft Vancouver,7.1,0.11,0.09,0.02,0.0,0.01
11475,the-sky-crawlers-innocent-aces,Simulation,T,Wii,Xseed Games,Project ACES,7.3,0.11,0.08,0.02,0.01,0.01
11477,jaws-ultimate-predator,Action,M,3DS,Majesco,n-Space,4.0,0.11,0.11,0.0,0.0,0.01
11480,power-gig-rise-of-the-sixstring,Misc,T,X360,Unknown,Seven45 Studios,3.0,0.11,0.11,0.0,0.0,0.01
11483,burning-road,Racing,E,PS,Playmates,Toka,6.0,0.12000000000000001,0.07,0.05,0.0,0.01
11485,sonic-adventure-2,Platform,E,DC,Sega,Sonic Team,8.9,0.12,0.0,0.0,0.12,0.0
11506,the-bible-game,Misc,E,GBA,Crave Entertainment,Crave Entertainment,3.5,0.12,0.09,0.03,0.0,0.0
11512,major-league-baseball-2k6,Sports,E,PSP,2K Sports,Visual Concepts,7.4,0.11,0.11,0.0,0.0,0.01
11517,disneys-extreme-skate-adventure,Sports,E,GC,Activision,Toys for Bob,7.4,0.11,0.09,0.02,0.0,0.0
11518,akuji-the-heartless,Platform,T,PS,Eidos Interactive,Crystal Dynamics,6.7,0.11000000000000001,0.07,0.04,0.0,0.01
11519,nba-2k2,Sports,E,GC,Sega,Visual Concepts,8.8,0.11,0.09,0.02,0.0,0.0
11520,psychonauts,Platform,T,XB,Majesco,Double Fine Productions,8.8,0.12,0.09,0.03,0.0,0.0
11524,jeremy-mcgrath-supercross-world,Racing,E,GC,Acclaim Entertainment,Acclaim Entertainment,2.7,0.11,0.09,0.02,0.0,0.0
11525,simanimals-africa,Simulation,E,Wii,Electronic Arts,The Sims Studio,5.5,0.11,0.1,0.01,0.0,0.01
11545,raiden-iv,Shooter,E10,X360,UFO Interactive,Moss,7.0,0.11,0.1,0.0,0.01,0.01
11546,dead-island-riptide,Action,M,PC,Deep Silver,Techland,6.2,0.0,0.0,0.0,0.0,0.0
11548,payday-2,Shooter,M,NS,505 Games,Overkill Software,5.0,0.1,0.08,0.02,0.0,0.01
11553,phantasy-star-universe,Role-Playing,T,X360,Sega,Sonic Team,6.6,0.09999999999999999,0.09,0.01,0.0,0.01
11554,battles-of-prince-of-persia,Strategy,E10,DS,Ubisoft,Ubisoft Montreal,5.6,0.11,0.1,0.01,0.0,0.01
11580,castlevania-curse-of-darkness,Action,M,XB,Konami,Konami,7.2,0.12,0.09,0.03,0.0,0.0
11586,lost-in-shadow,Platform,E10,Wii,Hudson Soft,Hudson Soft,6.7,0.09999999999999999,0.09,0.0,0.01,0.01
11599,call-of-juarez-the-cartel,Shooter,M,PC,Ubisoft,Techland,4.5,0.1,0.05,0.05,0.0,0.01
11611,alice-madness-returns,Adventure,M,PC,Electronic Arts,Spicy Horse,6.7,0.1,0.0,0.1,0.0,0.01
11614,mlb-14-the-show,Sports,E,PSV,Sony Computer Entertainment America,SCE San Diego Studio,7.1,0.09,0.09,0.0,0.0,0.03
11646,fifa-soccer,Sports,E,PSP,Electronic Arts,EA Canada,7.8,0.11,0.11,0.0,0.0,0.01
11652,gt-advance-2-rally-racing,Racing,E,GBA,THQ,MTO,7.6,0.11,0.08,0.03,0.0,0.0
11660,tom-clancys-endwar,Strategy,T,PSP,Ubisoft,Funatics Software,6.7,0.11,0.1,0.01,0.0,0.01
11661,darkspore,Role-Playing,T,PC,Electronic Arts,Maxis,6.6,0.1,0.07,0.03,0.0,0.01
11675,zubo,Misc,E10,DS,Electronic Arts,EA Bright Light,7.5,0.1,0.08,0.02,0.0,0.01
11683,a-witchs-tale,Role-Playing,E10,DS,NIS America,Hit Maker,5.0,0.11,0.08,0.0,0.03,0.01
11685,the-alliance-alive,Role-Playing,E10,3DS,Atlus,Cattle Call,7.3,0.1,0.04,0.0,0.06,0.01
11686,classic-nes-series-bomberman,Puzzle,E,GBA,Nintendo,Hudson Soft,5.4,0.11,0.0,0.0,0.11,0.0
11689,phantasy-star-collection,Role-Playing,E,GBA,THQ,Digital Eclipse,7.9,0.11,0.08,0.03,0.0,0.0
11693,dead-cells,Action,T,NS,Merge Games,Motion Twin,9.3,0.1,0.08,0.02,0.0,0.01
11695,retro-game-challenge,Action,E,DS,Xseed Games,Bandai Namco Games,8.1,0.11,0.0,0.0,0.11,0.0
11699,tom-clancys-splinter-cell-trilogy,Action,M,PS3,Ubisoft,Ubisoft,6.5,0.09,0.0,0.09,0.0,0.02
11714,boombots,Fighting,T,PS,SouthPeak Interactive,The Neverhood,4.5,0.1,0.06,0.04,0.0,0.01
11721,phantom-dust,Action,T,XB,Majesco,Microsoft Game Studios,8.2,0.1,0.08,0.02,0.0,0.0
11725,the-king-of-fighters-xii,Fighting,T,X360,Ignition Entertainment,SNK Playmore Corporation,6.4,0.09999999999999999,0.09,0.0,0.01,0.01
11730,namco-museum-arcade-pac,Misc,T,NS,Bandai Namco Entertainment,Bandai Namco,7.8,0.1,0.08,0.02,0.0,0.01
11733,de-blob-2,Platform,E,DS,THQ,Blue Tongue,7.5,0.1,0.08,0.02,0.0,0.01
11735,dementium-ii,Shooter,M,DS,SouthPeak Interactive,Renegade Kid,7.5,0.11,0.09,0.02,0.0,0.01
11736,tmnt,Action,E10,PSP,Ubisoft,Ubisoft Montreal,3.6,0.1,0.1,0.0,0.0,0.01
11739,ring-of-red,Strategy,T,PS2,Konami,Konami,8.0,0.1,0.06,0.04,0.0,0.01
11750,18-wheeler-american-pro-trucker,Racing,E,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,5.0,0.11,0.09,0.02,0.0,0.0
11753,mana-khemia-student-alliance,Role-Playing,E10,PSP,Nippon Ichi Software,Gust,3.2,0.09,0.06,0.0,0.03,0.01
11760,the-king-of-fighters-99,Fighting,T,PS,Agetec,SNK Corporation,7.0,0.11,0.0,0.0,0.11,0.01
11775,fifa-soccer-06,Sports,E,PSP,EA Sports,EA Canada,7.6,0.11,0.1,0.01,0.0,0.01
11793,deus-ex-human-revolution,Shooter,M,WiiU,Square Enix,Eidos Interactive,8.6,0.1,0.05,0.05,0.0,0.01
11799,bloodrayne,Shooter,M,GC,Majesco,Terminal Reality,7.9,0.11,0.09,0.02,0.0,0.0
11806,gabrielles-ghostly-groove-3d,Adventure,E,3DS,Natsume,Natsume,7.5,0.1,0.08,0.02,0.0,0.01
11818,calling,Adventure,T,Wii,Hudson Soft,Hudson Soft,4.8,0.1,0.06,0.04,0.0,0.01
11831,bodycount,Shooter,M,PS3,Codemasters,Guildford Studio,4.9,0.1,0.05,0.05,0.0,0.02
11832,disneys-peter-pan-return-to-never-land,Platform,E,GBA,Disney Interactive Studios,Crawfish Interactive,4.0,0.11,0.08,0.03,0.0,0.0
11838,open-season,Platform,E10,X360,Ubisoft,Ubisoft Montreal,5.7,0.1,0.1,0.0,0.0,0.01
11841,cloudy-with-a-chance-of-meatballs,Adventure,E,Wii,Ubisoft,Ubisoft Shanghai,6.7,0.1,0.1,0.0,0.0,0.01
11844,green-lantern-rise-of-the-manhunters,Action,E10,DS,Warner Bros. Interactive,Griptonite Games,5.5,0.1,0.07,0.03,0.0,0.01
11845,contra-advance-the-alien-wars-ex,Shooter,E,GBA,Konami,Konami,6.7,0.11,0.08,0.03,0.0,0.0
11847,master-of-the-monster-lair,Role-Playing,E10,DS,Atlus,Global A Entertainment,6.9,0.1,0.1,0.0,0.0,0.01
11851,army-men-rts,Strategy,T,PS2,3DO,Pandemic Studios,6.1,0.09,0.05,0.04,0.0,0.01
11854,shadow-of-destiny,Adventure,T,PSP,Konami,Konami,6.8,0.09,0.09,0.0,0.0,0.02
11861,mortal-kombat-deception,Fighting,M,GC,Midway Games,Midway Games,7.2,0.11,0.09,0.02,0.0,0.0
11864,beaterator,Misc,E,PSP,Rockstar Games,Rockstar Leeds,7.9,0.09000000000000001,0.07,0.02,0.0,0.02
11874,astro-boy-the-video-game,Action,E10,PS2,D3 Publisher,High Voltage Software,5.0,0.09,0.05,0.04,0.0,0.01
11875,brave-story-new-traveler-us-sales,Role-Playing,E10,PSP,Xseed Games,Game Republic,7.5,0.11,0.11,0.0,0.0,0.0
11881,blazblue-calamity-trigger-portable,Fighting,T,PSP,Aksys Games,Arc System Works,7.9,0.11,0.07,0.01,0.03,0.01
11886,odama,Misc,E10,GC,Nintendo,VIVARIUM Inc.,6.5,0.11000000000000001,0.07,0.02,0.02,0.0
11887,pinball-hall-of-fame-the-williams-collection,Misc,E10,PSP,Crave Entertainment,FarSight Studios,8.0,0.09999999999999999,0.09,0.01,0.0,0.01
11899,bionicle-heroes,Shooter,E10,GC,Eidos Interactive,Traveller's Tales,5.4,0.1,0.08,0.02,0.0,0.0
11901,eragon,Action,T,PSP,Sierra Entertainment,Amaze Entertainment,6.2,0.1,0.1,0.0,0.0,0.01
11904,batman-amp-robin,Action,T,PS,Acclaim Entertainment,Probe,5.4,0.1,0.06,0.04,0.0,0.01
11907,fighting-force-64,Action,T,N64,Crave Entertainment,Core Design Ltd.,5.2,0.11,0.09,0.02,0.0,0.0
11914,spyborgs,Action,T,Wii,Capcom,Bionic Games,6.3,0.09999999999999999,0.09,0.01,0.0,0.01
11916,wolfenstein-ii-the-new-colossus,Shooter,M,NS,Bethesda Softworks,MachineGames,8.3,0.1,0.05,0.05,0.0,0.01
