Rank,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales
1,wii-sports,Sports,E,Wii,Nintendo,Nintendo EAD,7.7,0.0,0.0,0.0,0.0,0.0
3,mario-kart-wii,Racing,E,Wii,Nintendo,Nintendo EAD,8.2,0.0,0.0,0.0,0.0,0.0
5,wii-sports-resort,Sports,E,Wii,Nintendo,Nintendo EAD,8.0,0.0,0.0,0.0,0.0,0.0
6,pokmon-red,Role-Playing,E,GB,Nintendo,Game Freak,9.4,0.0,0.0,0.0,0.0,0.0
7,new-super-mario-bros,Platform,E,DS,Nintendo,Nintendo EAD,9.1,0.0,0.0,0.0,0.0,0.0
9,new-super-mario-bros-wii,Platform,E,Wii,Nintendo,Nintendo EAD,8.6,0.0,0.0,0.0,0.0,0.0
12,wii-play,Misc,E,Wii,Nintendo,Nintendo EAD,5.9,0.0,0.0,0.0,0.0,0.0
13,kinect-adventures,Party,E,X360,Microsoft Game Studios,Good Science Studio,6.7,0.0,0.0,0.0,0.0,0.0
14,nintendogs,Simulation,E,DS,Nintendo,Nintendo EAD,8.4,0.0,0.0,0.0,0.0,0.0
15,mario-kart-ds,Racing,E,DS,Nintendo,Nintendo EAD,9.1,0.0,0.0,0.0,0.0,0.0
16,pokmon-gold,Role-Playing,E,GB,Nintendo,Game Freak,9.2,0.0,0.0,0.0,0.0,0.0
17,wii-fit,Sports,E,Wii,Nintendo,Nintendo EAD,7.9,0.0,0.0,0.0,0.0,0.0
18,wii-fit-plus,Sports,E,Wii,Nintendo,Nintendo EAD,8.0,0.0,0.0,0.0,0.0,0.0
19,super-mario-world,Platform,E,SNES,Nintendo,Nintendo EAD,8.5,0.0,0.0,0.0,0.0,0.0
20,grand-theft-auto-v,Action,M,PS3,Rockstar Games,Rockstar North,9.4,17.209999999999997,6.37,9.85,0.99,3.12
21,grand-theft-auto-v,Action,M,PS4,Rockstar Games,Rockstar North,9.7,16.37,6.06,9.71,0.6,3.02
22,brain-age-train-your-brain-in-minutes-a-day,Misc,E,DS,Nintendo,Nintendo SDD,8.1,0.0,0.0,0.0,0.0,0.0
25,mario-kart-7,Racing,E,3DS,Nintendo,Nintendo EAD / Retro Studios,8.2,0.0,0.0,0.0,0.0,0.0
26,pokmon-diamond,Role-Playing,E,DS,Nintendo,Game Freak,8.6,0.0,0.0,0.0,0.0,0.0
27,grand-theft-auto-san-andreas,Action,M,PS2,Rockstar Games,Rockstar North,9.5,0.0,0.0,0.0,0.0,0.0
29,pokmon-x,Role-Playing,E,3DS,Nintendo,Game Freak,8.9,0.0,0.0,0.0,0.0,0.0
30,pokmon-ruby,Role-Playing,E,GBA,Nintendo,Game Freak,8.8,0.0,0.0,0.0,0.0,0.0
31,grand-theft-auto-vice-city,Action,M,PS2,Rockstar Games,Rockstar North,9.6,14.370000000000001,8.41,5.49,0.47,1.78
32,pokmon-sun,Role-Playing,E,3DS,Nintendo,Game Freak,9.0,0.0,0.0,0.0,0.0,0.0
34,pokmon-black,Role-Playing,E,DS,Nintendo,Game Freak,8.6,0.0,0.0,0.0,0.0,0.0
36,mario-kart-8-deluxe,Racing,E,NS,Nintendo,Nintendo EPD,9.3,0.0,0.0,0.0,0.0,0.0
37,counter-strike-source,Shooter,M,PC,VU Games,Valve Software,9.3,0.0,0.0,0.0,0.0,0.0
39,gran-turismo-3-a-spec,Racing,E,PS2,Sony Computer Entertainment,Polyphony Digital,9.3,0.0,0.0,0.0,0.0,0.0
40,brain-age-2-more-training-in-minutes-a-day,Misc,E,DS,Nintendo,Nintendo SDD,8.0,0.0,0.0,0.0,0.0,0.0
41,call-of-duty-modern-warfare-3,Shooter,M,X360,Activision,Infinity Ward,8.7,13.49,9.07,4.29,0.13,1.33
42,call-of-duty-black-ops,Shooter,M,X360,Activision,Treyarch,8.8,13.6,9.76,3.73,0.11,1.14
43,pokemon-yellow-special-pikachu-edition,Role-Playing,E,GB,Nintendo,Game Freak,8.7,0.0,0.0,0.0,0.0,0.0
44,halo-3,Shooter,M,X360,Microsoft Game Studios,Bungie Studios,9.6,0.0,0.0,0.0,0.0,0.0
46,red-dead-redemption-2,Action-Adventure,M,PS4,Rockstar Games,Rockstar Games,9.8,11.68,5.26,6.21,0.21,2.26
49,super-mario-odyssey,Platform,E10,NS,Nintendo,Nintendo EPD,9.9,0.0,0.0,0.0,0.0,0.0
50,call-of-duty-modern-warfare-2,Shooter,M,X360,Activision,Infinity Ward,9.5,12.249999999999998,8.54,3.63,0.08,1.28
51,call-of-duty-wwii,Shooter,M,PS4,Activision,Sledgehammer Games,8.0,11.28,4.67,6.21,0.4,2.12
52,call-of-duty-modern-warfare-3,Shooter,M,PS3,Activision,Infinity Ward,8.8,11.81,5.54,5.78,0.49,1.54
53,super-smash-bros-brawl,Fighting,T,Wii,Nintendo,Project Sora,9.2,0.0,0.0,0.0,0.0,0.0
54,grand-theft-auto-iii,Action,M,PS2,Rockstar Games,DMA Design,9.5,11.8,6.99,4.51,0.3,1.3
55,new-super-mario-bros-2,Platform,E,3DS,Nintendo,Nintendo,7.5,0.0,0.0,0.0,0.0,0.0
56,portal-2,Shooter,E10,PC,Valve,Valve Software,9.7,0.0,0.0,0.0,0.0,0.0
58,super-mario-galaxy,Platform,E,Wii,Nintendo,Nintendo EAD Tokyo,9.7,0.0,0.0,0.0,0.0,0.0
59,pokmon-heart-gold,Role-Playing,E,DS,Nintendo,Game Freak,8.6,0.0,0.0,0.0,0.0,0.0
60,call-of-duty-black-ops,Shooter,M,PS3,Activision,Treyarch,8.7,10.89,6.01,4.4,0.48,1.78
62,super-mario-3d-land,Platform,E,3DS,Nintendo,Nintendo EAD Tokyo,8.9,0.0,0.0,0.0,0.0,0.0
63,animal-crossing-new-leaf,Simulation,E,3DS,Nintendo,Nintendo EAD,8.6,0.0,0.0,0.0,0.0,0.0
64,super-smash-bros-ultimate,Fighting,E10,NS,Nintendo,Bandai Namco Games,9.4,0.0,0.0,0.0,0.0,0.0
65,diablo-iii,Role-Playing,M,PC,Blizzard Entertainment,Blizzard Entertainment,9.0,0.0,0.0,0.0,0.0,0.0
66,pokmon-firered,Role-Playing,E,GBA,Nintendo,Game Freak,8.3,0.0,0.0,0.0,0.0,0.0
67,gran-turismo-5,Racing,E,PS3,Sony Computer Entertainment,Polyphony Digital,8.3,0.0,0.0,0.0,0.0,0.0
68,super-mario-64,Platform,E,N64,Nintendo,Nintendo EAD,9.7,0.0,0.0,0.0,0.0,0.0
69,fifa-18,Sports,E,PS4,EA Sports,EA Vancouver,8.3,10.06,1.27,8.64,0.15,1.73
70,gran-turismo-4,Racing,E,PS2,Sony Computer Entertainment,Polyphony Digital,8.7,0.0,0.0,0.0,0.0,0.0
71,animal-crossing-wild-world,Simulation,E,DS,Nintendo,Nintendo EAD,8.5,0.0,0.0,0.0,0.0,0.0
72,the-legend-of-zelda-breath-of-the-wild,Action-Adventure,E10,NS,Nintendo,Nintendo EPD,9.9,0.0,0.0,0.0,0.0,0.0
73,super-mario-land-2-6-golden-coins,Platform,E,GB,Nintendo,Nintendo R&D1,9.0,0.0,0.0,0.0,0.0,0.0
74,grand-theft-auto-iv,Action,M,X360,Rockstar Games,Rockstar North,10.0,10.05,6.8,3.11,0.14,1.04
75,super-mario-64-ds,Platform,E,DS,Nintendo,Nintendo EAD,8.6,0.0,0.0,0.0,0.0,0.0
76,terraria,Platform,T,PC,Unknown,Re-Logic,8.8,0.0,0.0,0.0,0.0,0.0
77,fifa-17,Sports,E,PS4,Electronic Arts,EA Canada,8.9,9.33,1.26,7.95,0.12,1.61
78,gran-turismo,Racing,E,PS,Sony Computer Entertainment,Polyphony Digital,9.5,0.0,0.0,0.0,0.0,0.0
79,call-of-duty-modern-warfare-2,Shooter,M,PS3,Activision,Infinity Ward,9.5,9.030000000000001,4.99,3.66,0.38,1.59
80,grand-theft-auto-iv,Action,M,PS3,Rockstar Games,Rockstar North,10.0,8.959999999999999,4.79,3.73,0.44,1.62
82,call-of-duty-ghosts,Shooter,M,X360,Activision,Infinity Ward,6.9,9.44,6.76,2.64,0.04,0.98
83,just-dance-3,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.5,9.08,5.95,3.13,0.0,1.06
84,call-of-duty-ghosts,Shooter,M,PS3,Activision,Infinity Ward,7.5,8.510000000000002,4.11,4.01,0.39,1.62
85,horizon-zero-dawn,Action,T,PS4,Sony Interactive Entertainment,Guerrilla Games,9.1,0.0,0.0,0.0,0.0,0.0
87,rollercoaster-tycoon-3,Strategy,E,PC,Atari,Frontier Developments,8.3,0.0,0.0,0.0,0.0,0.0
88,halo-reach,Shooter,M,X360,Microsoft Game Studios,Bungie,9.3,9.17,7.08,2.01,0.08,0.8
89,portal,Shooter,T,PC,Valve Corporation,Valve Software,9.0,0.0,0.0,0.0,0.0,0.0
91,final-fantasy-vii,Role-Playing,T,PS,Sony Computer Entertainment,SquareSoft,9.6,0.0,0.0,0.0,0.0,0.0
92,mario-kart-64,Racing,E,N64,Nintendo,Nintendo EAD,8.5,0.0,0.0,0.0,0.0,0.0
93,starcraft,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,8.7,0.0,0.0,0.0,0.0,0.0
94,super-smash-bros-for-3ds,Fighting,E10,3DS,Nintendo,Bandai Namco Games,8.4,0.0,0.0,0.0,0.0,0.0
95,call-of-duty-4-modern-warfare,Shooter,M,X360,Activision,Infinity Ward,9.6,8.500000000000002,5.98,2.39,0.13,0.91
96,gran-turismo-2,Racing,E,PS,Sony Computer Entertainment,Polyphony Digital,9.2,0.0,0.0,0.0,0.0,0.0
97,wii-party,Misc,E,Wii,Nintendo,"Nd Cube Co., Ltd.",7.0,0.0,0.0,0.0,0.0,0.0
99,mario-party-ds,Misc,E,DS,Nintendo,Hudson Soft,7.1,0.0,0.0,0.0,0.0,0.0
100,donkey-kong-country,Platform,E,SNES,Nintendo,Rare Ltd.,9.0,0.0,0.0,0.0,0.0,0.0
103,marvels-spider-man,Action-Adventure,T,PS4,Sony Interactive Entertainment,Insomniac Games,9.1,0.0,0.0,0.0,0.0,0.0
104,half-life-2,Shooter,M,PC,VU Games,Valve Software,9.7,0.0,0.0,0.0,0.0,0.0
105,the-elder-scrolls-v-skyrim,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.3,8.03,5.1,2.83,0.1,0.85
106,mario-party-8,Misc,E,Wii,Nintendo,Hudson Soft,6.5,0.0,0.0,0.0,0.0,0.0
107,super-mario-kart,Racing,E,SNES,Nintendo,Nintendo EAD,10.0,0.0,0.0,0.0,0.0,0.0
108,grand-theft-auto-v,Action,M,XOne,Rockstar Games,Rockstar North,9.0,7.96,4.7,3.25,0.01,0.76
109,uncharted-4-a-thiefs-end,Action,T,PS4,Sony Interactive Entertainment,Naughty Dog,9.2,0.0,0.0,0.0,0.0,0.0
110,final-fantasy-viii,Role-Playing,T,PS,Square EA,SquareSoft,9.4,0.0,0.0,0.0,0.0,0.0
111,final-fantasy-x,Role-Playing,T,PS2,Square,SquareSoft,9.0,0.0,0.0,0.0,0.0,0.0
112,pokemon-black-2-and-white-2,Role-Playing,E,DS,Nintendo,Game Freak,8.0,0.0,0.0,0.0,0.0,0.0
114,fallout-4,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Game Studios,8.6,7.15,2.91,3.97,0.27,1.34
115,mario-kart-8,Racing,E,WiiU,Nintendo,Nintendo,8.8,0.0,0.0,0.0,0.0,0.0
116,tekken-3,Fighting,T,PS,Namco,Namco,9.6,0.0,0.0,0.0,0.0,0.0
117,pokemon-ultra-sun-and-ultra-moon,Role-Playing,E,3DS,Nintendo,Game Freak,8.1,0.0,0.0,0.0,0.0,0.0
118,splatoon-2,Shooter,E10,NS,Nintendo,Nintendo EPD,8.2,0.0,0.0,0.0,0.0,0.0
119,fifa-16,Sports,E,PS4,EA Sports,EA Canada,8.5,6.99,1.15,5.77,0.07,1.23
120,goldeneye-007,Shooter,T,N64,Nintendo,Rare Ltd.,9.8,0.0,0.0,0.0,0.0,0.0
121,star-wars-battlefront-2015,Shooter,T,PS4,Electronic Arts,EA DICE,7.1,6.73,3.31,3.19,0.23,1.3
123,halo-2,Shooter,M,XB,Microsoft Game Studios,Bungie Studios,9.6,0.0,0.0,0.0,0.0,0.0
124,the-sims-3,Simulation,T,PC,Electronic Arts,EA Redwood Shores,8.5,7.47,1.01,6.46,0.0,0.5
125,grand-theft-auto-liberty-city-stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.8,5.970000000000001,2.9,2.83,0.24,1.74
127,pokemon-platinum-version,Role-Playing,E,DS,Nintendo,Game Freak,8.3,0.0,0.0,0.0,0.0,0.0
128,the-legend-of-zelda-ocarina-of-time,Adventure,E,N64,Nintendo,Nintendo EAD,9.9,0.0,0.0,0.0,0.0,0.0
129,crash-bandicoot-2-cortex-strikes-back,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,8.6,7.26,3.78,2.17,1.31,0.31
130,call-of-duty-advanced-warfare,Shooter,M,PS4,Activision,Sledgehammer Games,8.5,6.319999999999999,2.84,3.34,0.14,1.22
131,call-of-duty-world-at-war,Shooter,M,X360,Activision,Treyarch,8.5,6.79,4.88,1.91,0.0,0.71
133,super-mario-galaxy-2,Platform,E,Wii,Nintendo,Nintendo EAD Tokyo,9.7,0.0,0.0,0.0,0.0,0.0
134,super-smash-bros-melee,Fighting,T,GC,Nintendo,HAL Laboratory,9.2,0.0,0.0,0.0,0.0,0.0
136,battlefield-3,Shooter,M,X360,Electronic Arts,Dice,8.5,6.6499999999999995,4.47,2.12,0.06,0.69
137,the-legend-of-zelda-twilight-princess,Adventure,T,Wii,Nintendo,Nintendo EAD,9.5,0.0,0.0,0.0,0.0,0.0
139,battlefield-3,Shooter,M,PS3,Electronic Arts,Dice,8.5,6.1499999999999995,2.86,2.94,0.35,1.07
140,need-for-speed-underground,Racing,E,PS2,Electronic Arts,EA Black Box,8.6,6.18,3.27,2.83,0.08,1.02
142,crash-bandicoot-3-warped,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,9.3,6.85,3.68,1.75,1.42,0.28
143,pokemon-emerald-version,Role-Playing,E,GBA,Nintendo,Game Freak,7.7,0.0,0.0,0.0,0.0,0.0
145,need-for-speed-underground-2,Racing,E,PS2,Electronic Arts,EA Black Box,8.3,5.8100000000000005,2.71,3.02,0.08,1.09
147,mario-kart-double-dash,Racing,E,GC,Nintendo,Nintendo EAD,8.5,0.0,0.0,0.0,0.0,0.0
148,uncharted-3-drakes-deception,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.3,5.7700000000000005,2.77,2.81,0.19,1.06
149,medal-of-honor-frontline,Shooter,T,PS2,Electronic Arts,EA Los Angeles,9.0,5.85,2.93,2.75,0.17,0.99
150,crash-bandicoot,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,7.8,0.0,0.0,0.0,0.0,0.0
152,uncharted-2-among-thieves,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.5,5.71,3.28,2.22,0.21,1.02
153,call-of-duty-4-modern-warfare,Shooter,M,PS3,Activision,Infinity Ward,9.5,5.680000000000001,3.13,2.27,0.28,1.04
154,fifa-soccer-12,Sports,E,PS3,EA Sports,EA Canada,9.2,5.28,0.84,4.33,0.11,1.37
156,red-dead-redemption,Action,M,PS3,Rockstar Games,Rockstar San Diego,9.5,5.57,2.82,2.58,0.17,1.0
157,donkey-kong-country-returns,Platform,E,Wii,Nintendo,Retro Studios,8.6,0.0,0.0,0.0,0.0,0.0
159,assassins-creed-iii,Action-Adventure,M,PS3,Ubisoft,Ubisoft Montreal,8.8,5.42,2.65,2.61,0.16,1.08
160,guild-wars,Role-Playing,T,PC,NCSoft,ArenaNet,8.7,0.0,0.0,0.0,0.0,0.0
161,red-dead-redemption,Action,M,X360,Rockstar Games,Rockstar San Diego,9.5,5.89,3.77,2.03,0.09,0.6
162,the-elder-scrolls-v-skyrim,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,9.0,5.5,2.57,2.68,0.25,0.99
163,final-fantasy-xii,Role-Playing,T,PS2,Square Enix,Square Enix,9.4,0.0,0.0,0.0,0.0,0.0
164,tomodachi-life,Simulation,E,3DS,Nintendo,Nintendo,7.8,0.0,0.0,0.0,0.0,0.0
165,pokemon-crystal-version,Role-Playing,E,GBC,Nintendo,Game Freak,8.7,0.0,0.0,0.0,0.0,0.0
166,halo-3-odst,Shooter,M,X360,Microsoft Game Studios,Bungie,8.7,5.739999999999999,4.34,1.34,0.06,0.61
167,minecraft,Misc,E10,PS4,Sony Computer Entertainment,Mojang,9.4,5.369999999999999,1.89,3.13,0.35,0.96
168,fifa-15,Sports,E,PS4,EA Sports,EA Canada,8.1,5.37,0.83,4.49,0.05,0.94
169,kingdom-hearts,Role-Playing,E,PS2,Square EA,SquareSoft,8.5,0.0,0.0,0.0,0.0,0.0
171,the-last-of-us,Action-Adventure,M,PS3,Sony Computer Entertainment America,Naughty Dog,9.5,5.2700000000000005,2.41,2.57,0.29,0.99
172,driver,Action,T,PS,GT Interactive,Reflections Interactive,8.5,5.93,3.11,2.8,0.02,0.33
174,god-of-war-2018,Action,M,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,9.7,5.13,2.83,2.17,0.13,1.02
175,big-brain-academy,Misc,E,DS,Nintendo,Nintendo EAD,7.7,0.0,0.0,0.0,0.0,0.0
177,metal-gear-solid-2-sons-of-liberty,Action,M,PS2,Konami,Konami Computer Entertainment Japan,9.5,5.33,2.45,2.01,0.87,0.72
178,metal-gear-solid,Action,M,PS,Konami,Konami Computer Entertainment Japan,9.3,0.0,0.0,0.0,0.0,0.0
179,myst,Adventure,E,PC,Broderbund,Cyan Worlds,8.9,0.0,0.0,0.0,0.0,0.0
181,metal-gear-solid-4-guns-of-the-patriots,Action,M,PS3,Konami,Kojima Productions,9.3,5.18,2.63,1.72,0.83,0.81
183,mario-kart-super-circuit,Racing,E,GBA,Nintendo,Intelligent Systems,9.3,0.0,0.0,0.0,0.0,0.0
184,super-mario-sunshine,Platform,E,GC,Nintendo,Nintendo EAD,9.2,0.0,0.0,0.0,0.0,0.0
185,littlebigplanet,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.4,4.9799999999999995,2.8,2.01,0.17,0.87
187,super-mario-3d-world,Platform,E,WiiU,Nintendo,Nintendo EAD Tokyo,9.5,0.0,0.0,0.0,0.0,0.0
188,links-crossbow-training,Shooter,T,Wii,Nintendo,Nintendo EAD,6.9,0.0,0.0,0.0,0.0,0.0
190,new-super-mario-bros-u,Platform,E,WiiU,Nintendo,Nintendo EAD,8.4,0.0,0.0,0.0,0.0,0.0
192,luigis-mansion-dark-moon,Adventure,E,3DS,Nintendo,Next Level Games,8.6,0.0,0.0,0.0,0.0,0.0
193,tekken-2,Fighting,T,PS,Namco,Namco,9.1,5.51,2.26,1.89,1.36,0.23
195,super-mario-world-super-mario-advance-2,Platform,E,GBA,Nintendo,Nintendo EAD,9.4,0.0,0.0,0.0,0.0,0.0
196,lego-star-wars-the-complete-saga,Action,E10,Wii,LucasArts,Traveller's Tales,8.0,5.14,3.57,1.57,0.0,0.52
197,cooking-mama,Simulation,E,DS,Majesco,Office Create,6.6,5.08,3.09,1.92,0.07,0.58
198,the-legend-of-zelda-ocarina-of-time-3d,Action-Adventure,E10,3DS,Nintendo,GREZZO,9.5,0.0,0.0,0.0,0.0,0.0
200,super-mario-advance,Platform,E,GBA,Nintendo,Nintendo EAD,8.2,0.0,0.0,0.0,0.0,0.0
201,assassins-creed-ii,Action,M,PS3,Ubisoft,Ubisoft Montreal,9.0,4.7,2.54,1.95,0.21,0.86
202,super-smash-bros,Fighting,E,N64,Nintendo,HAL Laboratory,8.4,0.0,0.0,0.0,0.0,0.0
203,assassins-creed,Action,M,X360,Ubisoft,Ubisoft Montreal,8.2,4.99,3.28,1.64,0.07,0.56
204,batman-arkham-city,Action,T,PS3,Warner Bros. Interactive,Rocksteady Studios,9.6,4.720000000000001,2.72,1.89,0.11,0.82
205,forza-motorsport-3,Racing,E,X360,Microsoft Game Studios,Turn 10 Studios,9.2,4.99,2.99,1.9,0.1,0.51
206,dragon-quest-ix-sentinels-of-the-starry-skies,Role-Playing,E10,DS,Nintendo,Level 5,8.6,0.0,0.0,0.0,0.0,0.0
207,final-fantasy-ix,Role-Playing,T,PS,Square,SquareSoft,9.2,0.0,0.0,0.0,0.0,0.0
208,final-fantasy-x-2,Role-Playing,T,PS2,Square Enix,Square Enix,8.3,0.0,0.0,0.0,0.0,0.0
209,tomb-raider-2013,Action,M,PC,Square Enix,Crystal Dynamics,8.8,0.0,0.0,0.0,0.0,0.0
211,pokemon-stadium,Strategy,E,N64,Nintendo,HAL Laboratory,7.5,0.0,0.0,0.0,0.0,0.0
213,call-of-duty-world-at-war,Shooter,M,PS3,Activision,Treyarch,8.4,4.59,2.75,1.84,0.0,0.84
214,super-mario-advance-4-super-mario-bros-3,Platform,E,GBA,Nintendo,Nintendo EAD,9.2,0.0,0.0,0.0,0.0,0.0
215,crash-bandicoot-the-wrath-of-cortex,Platform,E,PS2,Universal Interactive,Traveller's Tales,6.9,4.6,2.07,2.29,0.24,0.82
217,final-fantasy-xiii,Role-Playing,T,PS3,Square Enix,Square Enix,8.0,4.85,1.75,1.23,1.87,0.51
218,gran-turismo-5-prologue,Racing,E,PS3,Sony Computer Entertainment,Polyphony Digital,8.3,0.0,0.0,0.0,0.0,0.0
219,super-smash-bros-for-wii-u,Fighting,E10,WiiU,Nintendo,Bandai Namco Games,9.2,0.0,0.0,0.0,0.0,0.0
222,pokemon-pinball,Misc,E,GBC,Nintendo,Jupiter Corporation,8.7,0.0,0.0,0.0,0.0,0.0
223,assassins-creed-ii,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,4.7700000000000005,3.14,1.55,0.08,0.52
224,super-mario-party,Party,E,NS,Nintendo,"Nd Cube Co., Ltd.",7.3,0.0,0.0,0.0,0.0,0.0
226,donkey-kong-64,Platform,E,N64,Nintendo,Rare Ltd.,9.3,0.0,0.0,0.0,0.0,0.0
227,just-dance-2,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.3,0.0,0.0,0.0,0.0,0.0
228,tomb-raider-ii,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,7.6,4.96,2.3,2.46,0.2,0.28
229,madden-nfl-2004,Sports,E,PS2,EA Sports,EA Tiburon,9.5,4.529999999999999,4.26,0.26,0.01,0.71
230,call-of-duty-advanced-warfare,Shooter,M,XOne,Activision,Sledgehammer Games,8.3,4.75,3.25,1.49,0.01,0.48
231,fallout-new-vegas,Role-Playing,M,PC,Bethesda Softworks,Obsidian Entertainment,8.3,0.0,0.0,0.0,0.0,0.0
233,kingdom-hearts-ii,Role-Playing,E10,PS2,Square Enix,Square Enix,8.3,0.0,0.0,0.0,0.0,0.0
234,god-of-war-iii,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,9.2,0.0,0.0,0.0,0.0,0.0
235,nintendo-land,Party,E10,WiiU,Nintendo,Nintendo,7.8,0.0,0.0,0.0,0.0,0.0
236,super-mario-land-3-wario-land,Platform,E,GB,Nintendo,Nintendo R&D1,7.9,0.0,0.0,0.0,0.0,0.0
237,donkey-kong-country-2-diddys-kong-quest,Platform,E,SNES,Nintendo,Rare Ltd.,9.3,0.0,0.0,0.0,0.0,0.0
238,medal-of-honor-rising-sun,Shooter,T,PS2,Electronic Arts,EA Los Angeles,5.9,4.34,1.98,2.23,0.13,0.8
241,microsoft-flight-simulator,Simulation,E,PC,Microsoft,Microsoft,7.0,4.91,3.22,1.69,0.0,0.2
242,guitar-hero-ii,Misc,T,PS2,RedOctane,Harmonix Music Systems,9.2,4.44,3.81,0.63,0.0,0.68
244,resident-evil-5,Action,M,PS3,Capcom,Capcom,8.6,4.46,1.96,1.42,1.08,0.64
245,fable-iii,Role-Playing,M,X360,Microsoft Game Studios,Lionhead Studios,7.8,4.7299999999999995,3.59,1.09,0.05,0.37
246,mario-amp-sonic-at-the-olympic-games,Sports,E,DS,Sega,Sega,7.0,4.53,1.63,2.46,0.44,0.57
247,grand-theft-auto-vice-city-stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.4,3.8899999999999997,1.7,2.03,0.16,1.19
248,fifa-soccer-11,Sports,E,PS3,EA Sports,EA Canada,8.7,3.9499999999999997,0.61,3.28,0.06,1.12
249,super-mario-bros-deluxe,Platform,E,GB,Nintendo,Nintendo EAD,9.7,0.0,0.0,0.0,0.0,0.0
250,final-fantasy-xv,Role-Playing,T,PS4,Square Enix,Square Enix,8.1,4.39,1.81,1.53,1.05,0.68
251,fallout-4,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,8.4,4.58,2.94,1.62,0.02,0.45
252,tony-hawks-pro-skater,Sports,T,PS,Activision,Neversoft Entertainment,9.6,4.819999999999999,3.42,1.38,0.02,0.2
254,spyro-the-dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,8.7,4.79,3.36,1.36,0.07,0.21
256,gears-of-war,Shooter,M,X360,Microsoft Game Studios,Epic Games,9.4,0.0,0.0,0.0,0.0,0.0
257,gears-of-war-2,Shooter,M,X360,Microsoft Game Studios,Epic Games,9.4,0.0,0.0,0.0,0.0,0.0
259,halo-5-guardians,Shooter,T,XOne,Microsoft Studios,343 Industries,8.6,0.0,0.0,0.0,0.0,0.0
260,halo-combat-evolved,Shooter,M,XB,Microsoft,Bungie Studios,9.5,0.0,0.0,0.0,0.0,0.0
261,guitar-hero-iii-legends-of-rock,Misc,T,PS2,RedOctane,BudCat Creations,8.2,3.51,3.49,0.01,0.01,1.48
262,uncharted-drakes-fortune,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,8.7,4.17,2.32,1.73,0.12,0.8
263,resident-evil-2,Action,M,PS,Capcom,Capcom,9.3,0.0,0.0,0.0,0.0,0.0
264,fallout-3,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.0,4.49,3.41,0.99,0.09,0.46
265,splatoon,Shooter,E10,WiiU,Nintendo,Nintendo EAD,8.4,0.0,0.0,0.0,0.0,0.0
266,madden-nfl-06,Sports,E,PS2,EA Sports,EA Tiburon,9.1,4.25,3.98,0.26,0.01,0.66
267,stardew-valley,Simulation,E10,PC,Chucklefish,ConcernedApe,9.2,0.0,0.0,0.0,0.0,0.0
268,dragon-quest-viii-journey-of-the-cursed-king,Role-Playing,T,PS2,Square Enix,Level 5 / Armor Project,8.6,0.0,0.0,0.0,0.0,0.0
270,diddy-kong-racing,Racing,E,N64,Nintendo,Rare Ltd.,8.3,0.0,0.0,0.0,0.0,0.0
271,pokmon-mystery-dungeon-explorers-of-time,Role-Playing,E,DS,Nintendo,ChunSoft,6.4,0.0,0.0,0.0,0.0,0.0
275,assassins-creed,Action,M,PS3,Ubisoft,Ubisoft Montreal,8.2,4.01,1.91,2.01,0.09,0.82
277,crash-team-racing,Racing,E,PS,Sony Computer Entertainment,Naughty Dog,9.2,4.58,2.57,1.57,0.44,0.21
278,lego-star-wars-the-complete-saga,Action,E,DS,LucasArts,Traveller's Tales,7.8,4.32,2.83,1.49,0.0,0.45
279,the-legend-of-zelda-phantom-hourglass,Adventure,E,DS,Nintendo,Nintendo EAD,9.1,0.0,0.0,0.0,0.0,0.0
280,batman-arkham-city,Action,T,X360,Warner Bros. Interactive,Rocksteady Studios,9.5,4.3100000000000005,2.99,1.28,0.04,0.44
281,driver-2,Action,T,PS,Atari,Reflections Interactive,7.0,4.4799999999999995,2.36,2.1,0.02,0.25
282,the-simpsons-hit-amp-run,Racing,T,PS2,VU Games,Radical Entertainment,7.7,3.92,1.73,2.19,0.0,0.79
